fecha,hora,destino,compañia,tipo_vuelo,tipo_avion,registro,id_aeronave,total_ocupantes,pasajeros_a_bordo,tripulacion_a_bordo,fallecidos,pasajeros_fallecidos,tripulacion_fallecida,fallecidos_en_tierra,resumen,pais,anio,mes,categoria,sobrevivientes
1991-05-09,02:37,"Sulawesi, Indonesia",Merpati Nusantara Airlines,Ambon - Ternate - Manado,Fokker F-27 Friendship 600,PK-MFD,10399,13.0,8.0,5.0,13.0,8.0,5.0,0.0,Crashed into Mt. Klabat in heavy fog while descending for a landing.,Indonesia,1991,5,collision,0.0
1991-05-13,13:19,"Grand Canyon, Airzona",Air Taxi - Air Grand Canyon Inc.,Local sightseeing,Cessna 207A,N6280H,20700463,7.0,6.0,1.0,7.0,6.0,1.0,0.0,"The airplane crashed into a wooded area about 8 minutes after takeoff. Detonation (or pre-ignition) in the number 1 cylinder, which resulted in erosion (burning) of the number 1 piston and subsequent loss of engine power. A factor related to the accident was: the lack of suitable terrain for an emergency landing.",Airzona,1991,5,collision,0.0
1991-05-15,09:20,"La Poyatta, Colombia",ADES Colombia,Villavicencio - Miraflores Guaviarel,Douglas C-47B,HK-3177,26775,14.0,11.0,3.0,13.0,11.0,2.0,0.0,Eight minutes after takeoff the No. 2 engine failed.  The pilot turned back but crashed 1 mile short of the runway.  The passengers were told to throw out cargo after which unfortunately they all moved towards the tail leading to a loss of control.,Colombia,1991,5,collision,1.0
1991-06-01,10:16,"Off Matthewtown, Great Inagua",Agape Flight Inc.,"Grada Zuma, Bahamas - Cape Hatien",GAF Nomad N24A,N8071L,44,3.0,2.0,1.0,2.0,2.0,0.0,0.0,"The aircraft ditched 1.25 miles off Grada Zuma, following a reported engine failure.",sin dato,1991,6,engine failure,1.0
1991-06-10,15:40,"Luanda, Angola",Carib Air Transport,Luanda - Cafunfo,Lockheed L-382B Hercules,J6-SLQ,3099,7.0,4.0,3.0,7.0,4.0,3.0,0.0,Crashed on takeoff after the No. 1engine overspeeded and failed.,Angola,1991,6,collision,0.0
1991-06-20,03:45,"Near Malambo, Colombia",Aerosucre Colombia,Bogota - Malambo,Douglas DC-6BF,HK-3511,45132/801,18.0,15.0,3.0,2.0,2.0,0.0,0.0,Following several attempts to land the pilot decided to hold until weather conditions improved.  Contact was lost with the plane and it flew into the ground. Visibility was reduced by low lying fog.,Colombia,1991,6,other cause,16.0
1991-06-26,02:00,"Near Sokotu, Nigeria",Okada Air,Benin - Kano,BAC One-Eleven 402AP,5N-AOW,094,53.0,48.0,5.0,4.0,4.0,0.0,0.0,"The plane diverted to Sokotu due to poor weather. After circling for an hour, unable to locate the air field, the aircraft ran out of fuel and had to make a forced landing. The landing gear was torn off and the plane broke up during the ground slide.",Nigeria,1991,6,other cause,49.0
1991-07-04,09:10,"El Yopal, Colombia",Helicol Colombia,sin dato,de Havilland Canada DHC-6 Twin Otter 300,HK-2889X,606,3.0,1.0,2.0,3.0,1.0,2.0,0.0,While attempting to land the pilot continued VFR flight in IFR conditions and collided with a hill.,Colombia,1991,7,other cause,0.0
1991-07-10,18:12,"Birmingham, Alabama",L'Express Airlines,New Orleans - Mobile - Birmingham,Beechcraft BE-99-C99,N7217L,U226,15.0,13.0,2.0,13.0,12.0,1.0,0.0,"While the aircraft was on approach, it entered an area of thunderstorms. The aircraft rolled left and pitched up as the aircraft approached level flight. The aircraft then stalled and started to descend. The descent couldn't be arrested and the aircraft crashed into a residential area, destroying two homes and two automobiles.  Decision by the pilot-in-command to continue instrument approach into thunderstorm conditions resulting in loss of control of the aircraft. The pilot and one passenger survived the accident.",Alabama,1991,7,collision,2.0
1991-08-14,23:53,"Near Uricani, Romania",Tarom,Bucharest - Timisoara,Ilyushin IL-18V,YR-IMH,185008301,9.0,4.0,5.0,9.0,4.0,5.0,0.0,The cargo plane crashed in a rainstorm.Premature descent.,Romania,1991,8,collision,0.0
1991-08-20,13:15,"Ketchikan, Alaska",Temsco Airlines,"Ketchikan, AK - Wrangell, AK",Britten-Norman BN-2A-6 Islander,N68HA,2009,4.0,3.0,1.0,4.0,3.0,1.0,0.0,"Crashed while en route, flying VFR in deteriorating weather. The pilot attempting to operate VFR in IFR conditions.",Alaska,1991,8,collision,0.0
1991-08-28,23:59,"Walton, Oregon",Air Taxi - Bohemia Inc.,sin dato,Aerospatiale 350B1,N64SF,sin dato,3.0,2.0,1.0,3.0,2.0,1.0,0.0,"While maneuvering in remote mountainous terrain, on a dark night, with light drizzle and patchy clouds, the helicopter collided with a mountain. The wreckage scattered on a heading opposite the flights destination. The helicopter was destroyed by a post crash fire and there were no noted mechanical failures or malfunctions. The pilot's failure to maintain clearance from terrain.",Oregon,1991,8,collision,0.0
1991-09-04,14:10,"Long Seridan, Malaysia",Airtech Rajawaldi Udara,Bario - Marudi,Shorts SC-7 Skyvan 3-100,9M-AZB,SH-1975,20.0,18.0,2.0,14.0,12.0,2.0,0.0,Crashed into the jungle after double engine failure. Both engines didn't develop full power and were feathered on impact.,Malaysia,1991,9,collision,6.0
1991-09-11,10:03,"Near Eagle Lake, Texas",Continental Express,Laredo - Houston,Embraer 120RT Brasilia,N33701,120-077,14.0,11.0,3.0,14.0,11.0,3.0,0.0,In-flight loss of the leading edge of the left horizontal stabilizer. Forty-seven screw fasteners that would have attached the upper surface of the leading edge assembly for the left side of the horizontal stabilizer were missing. Work was scheduled on both the right and left leading edges of he horizontal stabilizer. Screws were removed from both the right and left side. A later shift decided not to do the left side but did not know the earlier shift removed the left side screws. Lack of compliance with FAA approved maintenance procedures.,Texas,1991,9,other cause,0.0
1991-09-16,19:21,"Petropavlosk, USSR",Aeroflot,Lensk - Omsk,Antonov AN-72,CCCP-74002,SU002,13.0,7.0,6.0,13.0,7.0,6.0,0.0,"The cargo plane struck trees, crashed and caught fire on takeoff. Overloaded",USSR,1991,9,collision,0.0
1991-09-18,21:55,"Belvedere Center, Vermont",Canair Cargo,Moncton - Hamilton,Convair CV-580,C-FICA,98,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"The cargo plane lost control and crashed into a mountainside while en route. Failure of the first officer to maintain control of the aircraft after becoming spatially disoriented and his exceeding the design stress limits of the aircraft. Factors related to the accident were: the lack of two pilots in the cockpit, darkness, and instrument meteorological conditions at flight altitude.",Vermont,1991,9,collision,0.0
1991-09-29,11:50,"Near Villavicencio,  Colombia",CORAL Colombia,Villlavicencio - Mitu,Curtiss C-46A,HK-3238,30268,10.0,6.0,4.0,1.0,1.0,0.0,0.0,The pilot tried to make an emergency landing back at the airport when the No. 2 engine began to overspeed. A belly landing was made in a field and the aircraft broke up and caught fire.,Colombia,1991,9,fire,9.0
1991-10-25,21:56,"Vallejo, California",Corporate Mobility Inc. - Private,"Concord, CA - Novato, CA",Bell 206B helicopter,N3456M,1391,3.0,2.0,1.0,3.0,2.0,1.0,0.0,"The helicopter struck the top of a 223 foot high transmission tower, crashed and exploded in flames, 27 miles northwest of its departure point in high winds and heavy rain. The pilot's intentional flight into known adverse weather, continued flight into instrument meteorological conditions, and improper altitude.  Rock promoter Bill Graham, 60, was killed.",California,1991,10,collision,0.0
1991-10-30,14:30,"Near Point Alert, Ellesmere Island, NWT,Canada",Military - Royal Canadian Air Force,Edmonton - Point Alert,Lockheed CC-130E,130322,4192,18.0,13.0,5.0,5.0,3.0,2.0,0.0,"Flew into the ground 12nm from the runway at about 1,500 ft.  Rescue of the survivors was conducted in Arctic twilight under poor weather conditions. Controlled flight into terrain.",Canada,1991,10,other cause,13.0
1991-11-11,21:43,"Recife, Brazil",Nordeste Linhas Aereas,Recife - Maceió - Aracajú - Salvador,Embraer 110P1 Bandeirante,PT-SCU,110-314,15.0,12.0,3.0,15.0,12.0,3.0,2.0,Crashed on takeoff hitting power lines and roof tops before coming to rest in a market square. Uncontained failure of the right engine.,Brazil,1991,11,collision,0.0
1991-11-16,16:24,"Anderma, Russia",Aeroflot,Ryazan - Vorkuta,Antonov AN-12V,sin dato,sin dato,20.0,14.0,6.0,20.0,14.0,6.0,0.0,Crash landed in poor weather conditions. Icing.,Russia,1991,11,collision,0.0
1991-11-20,18:14,"Davis, California",Air Taxi - Airis Helicopters Inc.,"San Francisco, CA - Sacramento, CA",Bell 206B,N5011K,2580,3.0,2.0,1.0,3.0,2.0,1.0,0.0,The helicopter impacted the ground 8 nm from it's destination airport in fog and low visibility. The decision of the pilot to continue night low level flight in forecasted adverse weather conditions. Contributing to the accident was the foggy weather and dark night conditions which restricted the pilot's visual outlook.,California,1991,11,other cause,0.0
1991-11-25,15:00,"Sena, Mozambique",STASA,sin dato,Douglas C-47B-DK,C9-STD,25471,3.0,0.0,3.0,1.0,0.0,1.0,0.0,The cargo plane overshot the runway and crashed into trees.,Mozambique,1991,11,collision,2.0
1991-11-29,08:15,"Guaratingueta AB, Brazil",Military - Força Aérea Brasileira,Brasilla  - Guarantinguerta,Embraer C-95C Bandeirante,FAB2333,110473,16.0,13.0,3.0,16.0,13.0,3.0,0.0,Flew into the side of a hill towards the end of the flight while flying VOR.  The crew flew along the wrong valley.,Brazil,1991,11,other cause,0.0
1991-12-22,11:37,"Heidelberg, Germany",Classic Wings,Frankfurt - Frankfurt,Douglas DC-3A,D-CCCC,7353,30.0,27.0,3.0,27.0,24.0,3.0,0.0,"The sightseeing tour struck a hill at 2,000 ft. while making a left turn in turbulence. Poor crew coordination. Overloaded.",Germany,1991,12,other cause,3.0
1991-12-29,15:05,"Wanli, Taiwan",China Airlines (Taiwan),Taipei - Anchorage,Boeing B-747-2R7F,B-198,22390,5.0,0.0,5.0,5.0,0.0,5.0,0.0,The cargo plane crashed on takeoff  after losing the No. 3 and 4 engines due to corroded midspar fuse pins. The No. 3 engine broke loose first striking the No. 4 engine.,Taiwan,1991,12,collision,0.0
1992-02-03,11:20,"Caetite, Brazil",Nordeste Linhas Aéreas,Salvador - Guanambi,Embraer 110C Bandeirante,PT-TBB,110-005,12.0,10.0,2.0,12.0,10.0,2.0,0.0,The aircraft descended below MDA in poor weather and struck Taquari Hill which was obscured by clouds.,Brazil,1992,2,other cause,0.0
1992-02-09,05:15,"Near Kafountine, Senegal",Gambcrest,Dakar - Yoff - Cap Skiring,Convair CV- 640,N862FW,009,56.0,50.0,6.0,30.0,26.0,4.0,0.0,The aircraft crashed into trees during its approach. The crew mistook the hotel lights for runway lights. Pilot error and malfunctioning equipment. Founder of Club Med and his son convicted of involuntary manslaughter in connection with this accident.,Senegal,1992,2,collision,26.0
1992-02-15,03:26,"Toledo, Ohio",ATI,Seattle - Toledo,McDonnell Douglas DC-8-63F,N794AL,45923/383,4.0,0.0,4.0,3.0,0.0,3.0,0.0,"After a missed approach by the copilot the captain took over but also executed a go-around.  He became spatially disoriented. When in a low nose and left bank attitude, control of the plane was transferred back to the first officer who began leveling the wings and raising the nose of the airplane. Impact with the ground occurred before the recovery was completed. The failure of the flight crew to properly recognize or recover in a timely manner from the unusual aircraft attitude that resulted from the captain's apparent spatial disorientation, resulting from physiological factors and/or a failed attitude director.",Ohio,1992,2,other cause,1.0
1992-03-02,16:05,"Beni, Bolivia",Frigorifico Santa Rita,Estencia el Trompillo - La Paz,Curtiss C-46T,CP-754,22570,5.0,2.0,3.0,5.0,2.0,3.0,0.0,"The cargo plane failed to gain altitude, cleared a fence and crashed to the ground. The wet runway contributed to the failure lift off in a timely manner.",Bolivia,1992,3,collision,0.0
1992-03-22,21:35,"La Guardia Airport, New York, New York",USAir,New York City - Cleveland,Fokker F-28 Fellowship 4000,N485US,11235,51.0,47.0,4.0,27.0,25.0,2.0,0.0,"The plane was de-iced two times while at the gate. Thirty-five minutes elapsed between the last de-icing and takeoff during which ice accumulated on the wings. After liftoff, the plane stalled, crashed and came to rest inverted and partially submerged in Flushing Bay. Failure of the airline industry and FAA to provide flight crews with procedures compatible with departure delays in conditions conducive to airframe icing and the decision by the flight crew to take off without positive assurance that the airplane's wings were free of ice accumulation after 35 minutes of exposure to precipitation following de-icing. The ice contamination on the wings resulted in an aerodynamic stall and loss of control after liftoff.",sin dato,1992,3,collision,24.0
1992-03-24,07:02,"Athens, Greece",Golden Star Air Cargo,Amsterdam - Athens,Boeing 707-321C,ST-ALX,18715/364,7.0,4.0,3.0,7.0,4.0,3.0,0.0,"The crew deviated from the ILS localizer during an approach to  Runway 33R and struck 2,000 foot Mount Hymittus. The pilot didn't comply with the procedures for an ILS approach and attempted a visual approach. The pilot confirmed ""established on the ILS localizer,"" but he was not on the localizer course. The crew waited too long before performing a missed approach.",Greece,1992,3,other cause,0.0
1992-04-22,11:09,"Perris Valley, California",Perris Valley Aviation,Local,de Havilland Canada DHC-6 Twin Otter 200,N141PV,141,22.0,20.0,2.0,16.0,14.0,2.0,0.0,"The plane, carrying parachutists, lost power and crashed 200 ft. past the runway. The pilot's inadvertent feathering of the wrong propeller following an engine power loss and the failure of the operator to assure that the pilot was provided with adequate training in the airplane. Water contamination of fuel in the airport storage tanks. Lack of fuel quality control procedures.  Improper fuel servicing and exceeding the gross weight forward center of gravity limits of the airplane.",California,1992,4,collision,6.0
1992-04-22,15:53,"Mt. Haleakala, Hawaii",Scenic Air Tours,Local sightseeing,Beechcraft E18S,N342E,BA-308,9.0,8.0,1.0,9.0,8.0,1.0,0.0,During a sight seeing tour the aircraft hit a mountain on the island of Maui. The captain's decision to continue VFR into IFR conditions that obscured mountainous terrain and failure to properly use available navigational aids  to remain clear of terrain.,Hawaii,1992,4,other cause,0.0
1992-06-07,14:34,"Mayaguez, Puerto Rico",American Eagle,San Juan - Mayaguez,CASA 212 Aviocar 200,N355CA,234,5.0,3.0,2.0,5.0,3.0,2.0,0.0,"The aircraft lost control on final approach and crashed in a nose-down into the ground. Failure of the beta blocking device for undetermined reasons. The first officer's inadvertent activation of the power lever aft of the flight idle position and into the beta range, resulting in a loss of airplane control.",sin dato,1992,6,collision,0.0
1992-06-22,06:05,"Cruzeiro do Sul, Brazil",VASP,Rio Branc - Cruzeiro do Sul,Boeing 737-2A1C,PP-SND,21188/444,3.0,1.0,2.0,3.0,1.0,2.0,0.0,The cargo plane crashed while on approach after the crew was distracted by a intermittent compartment warning.,Brazil,1992,6,collision,0.0
1992-06-22,12:45,"Norlisk, Russia",Krasnoyarsk Airlines,Igarka - Omsk,Antonov AN-12,CCCP-11896,AN12145,12.0,7.0,5.0,10.0,6.0,4.0,0.0,"A missed approach was followed by the left wing and landing gear hitting the runway which led to a stall and crash, right of the runway. Crew error.",Russia,1992,6,collision,2.0
1992-07-05,17:00,"Near Iyakochchi, Sri Lanka",Military - Sri Lanka Air Force,Colombo - Jaffna,Shaanxi Y-8D,CR872,060804,19.0,13.0,6.0,19.0,13.0,6.0,0.0,Possibly shot down by LTTA  rebel forces as it attempted to land a the Elephant Pass Army Garrison.,sin dato,1992,7,other cause,0.0
1992-07-13,12:30,"Bethel, Alaska",Arctic Circle Air Service,Bethel - Chevak,Shorts SC-7 Skyvan 3A-200,N20086,SH-1918,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"Cargo shifted as the cargo plane took off causing a high nose attitude which led to loss of contol. Inadequate security of the cargo which shifted rearward during the takeoff roll. Factors which contributed to the accident were: the over gross weight condition, and the improper alteration of the tie down rings by the overhauling maintenance facility.",Alaska,1992,7,other cause,0.0
1992-07-27,16:15,"Near Mexico City, Mexico",Aero Eslava,Puebla - Mexico City,Vickers 798D Viscount,XA-SCM,392,4.0,2.0,2.0,4.0,2.0,2.0,0.0,Flew into a mountain in poor weather on a positioning flight.,Mexico,1992,7,other cause,0.0
1992-08-25,05:15,"Hot Springs, Arizona",Lone Star Airlines,Test,Swearingen SA-227AC Metro III,N342AE,AC-545,3.0,0.0,3.0,3.0,0.0,3.0,0.0,"The aircraft was on a test flight after replacement of all primary flight control cables. The aircraft took off, rolled to the right and crashed. Inadequate maintenance and inspection by the operator's maintenance personnel, and the failure of the pilot-in-command to assure proper travel direction of the airplane's primary flight controls after being made aware of the nature of the maintenance performed.",Arizona,1992,8,collision,0.0
1992-08-27,10:20,"Gimli, Manitoba, Canada",NewCal Aviation,Test,de Havilland Canada DHC-4T Caribou,N400NC,240,3.0,0.0,3.0,3.0,0.0,3.0,0.0,"The aircraft took off at too steep of an angle during a test flight, stalled, rolled to the right and crashed in a nose-down, right wing low attitude.",Canada,1992,8,collision,0.0
1992-08-31,22:32,"Jamba, Angola",Professional Aviation Services,Jamba - Pretoria,Douglas DC-3,ZS-DHX,15908/32656,17.0,14.0,3.0,3.0,0.0,3.0,0.0,"The plane was unable to maintain altitude after taking off, crashed into trees and caught fire.  The co-pilot became distracted while trying to operate an inconviently placed intercom switch and the aircraft to lose height and drifted to the right.",Angola,1992,8,collision,14.0
1992-09-16,11:00,"Hana, Hawaii",Air Taxi - Hawaii Helicopters Inc.,Sightseeing,Aerospatiale AS-350B,N350SM,1488,7.0,6.0,1.0,7.0,6.0,1.0,0.0,"Struck a mountain. The pilot inadequately evaluating the en route weather conditions, and the pilot making the in-flight decision to continue VFR flight into adverse weather conditions. Factors in this accident were the inability of the pilot to see and avoid the mountainous terrain due to the thunderstorms.",Hawaii,1992,9,other cause,0.0
1992-09-21,09:21,"Near Kular, Russia",Yakutavia,sin dato,Mil Mi-8 (helicopter),RA-22651,8098,10.0,7.0,3.0,10.0,7.0,3.0,0.0,Crashed into power lines at 40m during an approach to land.,Russia,1992,9,collision,0.0
1992-10-04,17:05,"Amsterdam, Netherlands",El Al,Amsterdam - Tel Aviv,Boeing B-747-258F,4X-AXG,21737/362,4.0,1.0,3.0,4.0,1.0,3.0,39.0,"Shortly after taking off from Schiphol Airport, while climbing through 6,500 feet, the No. 3 engine separated with its pylon from the aircraft and damaged the leading edge of the right wing. The No. 3 engine separated in such a way that the No. 4 engine and pylon also separated from the wing. During an attempted return to the airport, the aircraft crashed into a 11 story building in the Bijlmermeer residential district. The design and certification of the B-747 pylon was found to be inadequate to provide the required level of safety. The system to ensure structural integrity by inspection failed. The separation of the No. 3 engine was initiated by fatigue (corrosion) in the inboard midspar fuse pin. This led to loss of the No. 4 engine and pylon and damage to several systems which ultimately led to loss of control of the aircraft.",Netherlands,1992,10,collision,0.0
1992-10-07,09:30,"Berkeley Springs, West Virginia",Miltiary - U.S. Airforce,Training,Lockheed C-130E Hercules,63-7881,3952,6.0,0.0,6.0,6.0,0.0,6.0,0.0,Struck power lines and crashed.,sin dato,1992,10,collision,0.0
1992-10-19,10:58,"Near Usti Nem, Russia",Syktyvkar Avia,Ust'-Him - 	Syktyvkar,Antonov AN-28,CCCP-28785,IAJ005-18,16.0,14.0,2.0,15.0,13.0,2.0,0.0,Crashed on takeoff. The aircraft became airborne but then stalled and crashed. Engine failure.,Russia,1992,10,collision,1.0
1992-11-14,07:10,"Near Nha Trang, Vietnam",Vietnam Airlines,Ho Chi Minh City - Nha Trang,Yakovlev YAK-40,VN-A449,9631848,31.0,25.0,6.0,30.0,24.0,6.0,0.0,Crashed into a hilly area while landing during a severe rainstorm.  Failure to supply an adequate weather report or interpret the report correctly. Failure to appreciate the severity of the weather encountered on route and to take appropriate evasive action. Failure to provide adequate airfield approach aids to support the all weather operations required.  Failure to maintain adequate terrain clearance.  Poor Air Traffic Control.,Vietnam,1992,11,collision,1.0
1992-11-15,18:45,"Near Porto Plata, Dominican Republic",Aerocaribbean - Charter,Santo Domingo - Porto Plata,Ilyushin IL-18D,CU-T1270,187010301,34.0,28.0,6.0,34.0,28.0,6.0,0.0,Crashed into an 850 meter high peak while on approach to Puerto Plata. Controlled flight iinto terrain.,sin dato,1992,11,collision,0.0
1993-01-03,15:40,"Ogden, Utah",Air Taxi - South Coast Helicopters Inc.,sin dato,Bell 206B3,N1078V,2923,4.0,3.0,1.0,4.0,3.0,1.0,0.0,"The pilot was transporting personnel within a remote mountain valley in support of the commercial filming of celebrity skiers. The skiers had been filmed as they skied down a ridge, and were being flown back to the top of the ridge line. During the third go-around following three attempts to land on the ridge top landing site, the helicopter disappeared into a cloud bank and impacted the ridge at the 8,500-ft level. The pilot's continuation of VFR flight into instrument meteorological conditions, and his decision to continue his landing attempts under the adverse weather conditions.",Utah,1993,1,other cause,0.0
1993-01-06,19:20,"Paris, France",Lufthansa Cityline,Bremen - Paris,de Havilland Canada DHC-8-301,D-BEAT,210,23.0,19.0,4.0,4.0,4.0,0.0,0.0,"While approaching Charles de Gaulle Airport,  a preceding Korean Air, Boeing 747 blew a tire on landing and the runway was closed. The crew had to use another runway but the aircraft entered a high sink rate and flew into the ground 5,500 feet short of the runway.",France,1993,1,other cause,19.0
1993-01-14,08:30,"Near Bronson Creek, British Colombia, Canada",Central Mountain Air Services,Bronson - Wrangell,Douglas C-47A,C-FAAM,9862,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"After takeoff, the cargo plane, banked sharply went nose-down and crashed.",Canada,1993,1,collision,0.0
1993-03-23,13:35,"Near Tangara de Serra, Brazil",Oeste Linhas Aereas,Cuiaba - Vihena - Rondonia,Embraer EMB-110 Bandeirante,PP-SBJ,110-037,6.0,4.0,2.0,6.0,4.0,2.0,0.0,The aircraft crashed approximately 30 minutes after takeoff in rain.,Brazil,1993,3,collision,0.0
1993-03-31,12:25,"Anchorage, Alaska",Japan Air Lines,sin dato,Boeing B-747-466,N47EV,26348,5.0,2.0,3.0,0.0,0.0,0.0,0.0,"The No.2 engine and pylon separated from the aircraft at 2,000 feet. The plane landed safely. The engine separation was due to an encounter with severe or possibly extreme turbulence and a fatigue crack.",Alaska,1993,3,other cause,5.0
1993-04-01,21:28,"Blountville, Tennesee",Private,"Bristol, TN - Blountville, TN",Fairchild SA227-TT,N500AK,TT-527,4.0,3.0,1.0,4.0,3.0,1.0,0.0,"The Hooters Restaurant private plane crashed 0.5 miles outside the Outer Marker while attempting to land at the Tri-Cities airport near Bristol, Tennessee. NASCAR Winston Cup Champion Alan Kulwicki, 38, killed. Failure of the pilot to follow procedures concerning use of the engine inlet anti-icing system while operating  in icing conditions, which resulted in ice ingestion and loss of engine power. Failure of the pilot to maintain airspeed while coping with the engine problem.",Tennesee,1993,4,collision,0.0
1993-04-19,15:52,"Zwingle, Iowa",Private,"Cincinnati, OH - Pierre, SD",Mitsubishi MU-2B-60,N86SD,765SA,8.0,6.0,2.0,8.0,6.0,2.0,0.0,"While cruising at FL240, a fracture of the propeller hub resulted in the separation of a propeller blade and damage to the engine, nacelle, wing and fuselage causing significant degradation to aircraft performance. The aircraft was incapable of maintaining altitude and crashed into a silo while attempting to make an emergency landing. South Dakota Governor George Mickelson, 52, killed.",Iowa,1993,4,collision,0.0
1993-04-27,23:00,"Off  Libreville, Gambia",Military - Zambian Air Force,Lusaka - Libreville - Dakar,de Havilland  Canada  DHC-5D Buffalo,AF-319,69,30.0,25.0,5.0,30.0,25.0,5.0,0.0,Crashed into the sea after taking off from Libreville Airport. An engine fire led to loss of control of the aircraft.  All eighteen members of the Zambian national soccer team killed.,Gambia,1993,4,collision,0.0
1993-06-17,22:15,"Near Tbilisi, Georgia",Tajikistan Airlines,Batumi - Baku - Chimkent,Antonov AN-26,RA-26035,SU035,41.0,36.0,5.0,41.0,36.0,5.0,0.0,The crew reported they were diverting due to thunderstorms. Soon after the aircraft crashed after encountering severe turbulence.,Georgia,1993,6,collision,0.0
1993-07-12,14:55,"Talladega, Alabama",Private,Birmingham - Talladega,"Helicopter, Hughes 369HS",N9116F,720396S,2.0,1.0,1.0,1.0,1.0,0.0,0.0,"The helicopter crashed while attempting to land in a confined area of the infield of the Talladega Super Speedway. The pilot of the helicopter, NASCAR race car driver Davey Allison, 30, killed. The pilot's poor in-flight decision to land downwind in a confined area that was surrounded by high obstructions, and his failure to properly compensate for the tailwind condition.",Alabama,1993,7,collision,1.0
1993-07-31,13:00,"Devghat, Nepal",Everest Air,Kathmandu - Bharatpur,Dornier Do-228-101,9N-ACL,7029,19.0,16.0,3.0,19.0,16.0,3.0,0.0,"The aircraft flew into a hillside during a visual approach to Bharatpur. The accident happened in daylight and good weather, however,  the mountains were shrouded in clouds.",Nepal,1993,7,other cause,0.0
1993-08-18,16:56,"Leeward Point Airfield, Guantanamo Bay, Cuba",American International Airways,"Norfolk, VA - Guantanamo, Cuba",McDonnell Douglas DC-8-61,N814CK,46127,3.0,0.0,3.0,0.0,0.0,0.0,0.0,"The cargo plane crashed 1/4 of a mile short of the runway, while on approach. the captain had decided, for no particular reason, to  land from the west, requiring a sharp turn just before the runway to stay within the US-controlled military base. He then became fixated on sighting the strobe light marking the border, not having   been informed that it was not working. Primary cause was impaired judgment, decision-making, and flying abilities of the captain and flight crew due to the effects of fatigue.",Cuba,1993,8,collision,3.0
1993-09-21,16:25,"Sukhumi, Georgia",Transair Georgia Airlines,Sochi - Sukhumi,Tupolev TU-134A,CCCP-65893,5340120,27.0,22.0,5.0,27.0,22.0,5.0,0.0,Crashed into the sea. Shot down with a missile by Abkhazi separatist rebels.,Georgia,1993,9,collision,0.0
1993-10-27,19:30,"Near Namsos, Norway",Wideroe's Flyveselksap,Trondheim - Namsos,de Havilland Canada DHC-6 Twin Otter 300,LN-BNM,408,20.0,17.0,3.0,7.0,4.0,3.0,0.0,"The aircraft descended below minima during a localizer approach, without a glideslope, struck the top of trees and crashed into a swamp in heavy rain showers and strong winds.",Norway,1993,10,collision,13.0
1993-11-10,18:05,"Sandy Lake, Canada",Air Manitoba,Winnipeg - Sandy Lake,Hawker Siddeley HS-748-234 Srs. 2A,C-GQTH,1617,7.0,4.0,3.0,7.0,4.0,3.0,0.0,"The aircraft took off and made a low right turn, struck trees and crashed. The crew most likely lost situational awareness and as a result did not detect the increasing deviation from their intended flight path. Contributing factor was the loss of AC power to some of the flight instruments the reason for which could not be determined.",Canada,1993,11,collision,0.0
1993-11-15,19:07,"Near Kerman, Iran",Magistralnye Avialinii,Dubai - Kerman,Antonov AN-124,RA-82071,07-04,17.0,14.0,3.0,17.0,14.0,3.0,0.0,Crashed while in a holding pattern and after running out of fuel. The crew did not follow a standard holding pattern.,Iran,1993,11,collision,0.0
1993-12-01,19:50,"Hibbing, Minnesota",Express Airlines - Northwest Airlink,Minneapolis/St. Paul - Hibbing,British Aerospace Jetstream BA-3100,N334PX,706,18.0,16.0,2.0,18.0,16.0,2.0,0.0,"While on approach, the aircraft collided with trees and terrain 3 miles from the runway threshold in fog and freezing drizzle. Delay by the captain to start the descent which led to a breakdown in crew coordination and the loss of altitude awareness by the flightcrew during an unstabilized approach in night instrument meteorological conditions.",Minnesota,1993,12,other cause,0.0
1993-12-13,09:20,"Phonesavanh, Laos",Lao Aviation,Vientiane - Phonesavahn,Yunshuji Y-12-II,RDPL-34117,0042,18.0,16.0,2.0,18.0,16.0,2.0,0.0,Crashed on approach to Phongsavanh Airport after striking trees in heavy fog.,Laos,1993,12,collision,0.0
1993-12-15,14:00,"Near Naga, Philippines",Military - Philippine Air Force,Manila - Naga,Lockheed C-130H,4761,4761,29.0,23.0,6.0,29.0,23.0,6.0,0.0,"Flew into the side of Mt. Manase at 2,000 ft., 21nm from the airport  during a VOR approach to Naga. The pilot descended too low in heavy rain and zero visibility.",Philippines,1993,12,other cause,0.0
1993-12-26,20:57,"Gyumri, Armenia",Kuban Airlines,Krasnadar - Gyumri,Antonov AN-26,RA-26141,12903,36.0,31.0,5.0,36.0,31.0,5.0,0.0,The aircraft stalled and crashed in fog when the tail struck the runway as the pilot attempted a go-around as it landed at Gyumri.,Armenia,1993,12,collision,0.0
